stage,variant,scope,cv_scheme,feature_set,n,n_pos,AUC,PR_AUC,CP16_single:xpr_fp_db_Recall_at_FPR_1pct,CP16_single:xpr_fp_db_Recall_at_FPR_5pct,CP16_single:xpr_fp_db_Recall_at_FPR_10pct,CP16_single:xpr_fp_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:xpr_fp_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:xpr_fp_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:xpr_late_db_Recall_at_FPR_1pct,CP16_single:xpr_late_db_Recall_at_FPR_5pct,CP16_single:xpr_late_db_Recall_at_FPR_10pct,CP16_single:xpr_late_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:xpr_late_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:xpr_late_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:xpr_all_db_Recall_at_FPR_1pct,CP16_single:xpr_all_db_Recall_at_FPR_5pct,CP16_single:xpr_all_db_Recall_at_FPR_10pct,CP16_single:xpr_all_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:xpr_all_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:xpr_all_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:s3_fp_Recall_at_FPR_1pct,CP16_single:s3_fp_Recall_at_FPR_5pct,CP16_single:s3_fp_Recall_at_FPR_10pct,CP16_single:s3_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:s3_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:s3_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:s3_late_Recall_at_FPR_1pct,CP16_single:s3_late_Recall_at_FPR_5pct,CP16_single:s3_late_Recall_at_FPR_10pct,CP16_single:s3_late_LoS_FPR_at_NLoS_recall_80pct,CP16_single:s3_late_LoS_FPR_at_NLoS_recall_90pct,CP16_single:s3_late_LoS_FPR_at_NLoS_recall_95pct,CP16_single:s3_all_Recall_at_FPR_1pct,CP16_single:s3_all_Recall_at_FPR_5pct,CP16_single:s3_all_Recall_at_FPR_10pct,CP16_single:s3_all_LoS_FPR_at_NLoS_recall_80pct,CP16_single:s3_all_LoS_FPR_at_NLoS_recall_90pct,CP16_single:s3_all_LoS_FPR_at_NLoS_recall_95pct,CP16_single:delta_tau_l_given_r_s_Recall_at_FPR_1pct,CP16_single:delta_tau_l_given_r_s_Recall_at_FPR_5pct,CP16_single:delta_tau_l_given_r_s_Recall_at_FPR_10pct,CP16_single:delta_tau_l_given_r_s_LoS_FPR_at_NLoS_recall_80pct,CP16_single:delta_tau_l_given_r_s_LoS_FPR_at_NLoS_recall_90pct,CP16_single:delta_tau_l_given_r_s_LoS_FPR_at_NLoS_recall_95pct,CP16_single:delta_p_l_given_r_db_Recall_at_FPR_1pct,CP16_single:delta_p_l_given_r_db_Recall_at_FPR_5pct,CP16_single:delta_p_l_given_r_db_Recall_at_FPR_10pct,CP16_single:delta_p_l_given_r_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:delta_p_l_given_r_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:delta_p_l_given_r_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:f_r_fp_Recall_at_FPR_1pct,CP16_single:f_r_fp_Recall_at_FPR_5pct,CP16_single:f_r_fp_Recall_at_FPR_10pct,CP16_single:f_r_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:f_r_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:f_r_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:f_l_fp_Recall_at_FPR_1pct,CP16_single:f_l_fp_Recall_at_FPR_5pct,CP16_single:f_l_fp_Recall_at_FPR_10pct,CP16_single:f_l_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:f_l_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:f_l_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:delta_f_l_minus_r_fp_Recall_at_FPR_1pct,CP16_single:delta_f_l_minus_r_fp_Recall_at_FPR_5pct,CP16_single:delta_f_l_minus_r_fp_Recall_at_FPR_10pct,CP16_single:delta_f_l_minus_r_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:delta_f_l_minus_r_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:delta_f_l_minus_r_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:lambda_l_late_fraction_Recall_at_FPR_1pct,CP16_single:lambda_l_late_fraction_Recall_at_FPR_5pct,CP16_single:lambda_l_late_fraction_Recall_at_FPR_10pct,CP16_single:lambda_l_late_fraction_LoS_FPR_at_NLoS_recall_80pct,CP16_single:lambda_l_late_fraction_LoS_FPR_at_NLoS_recall_90pct,CP16_single:lambda_l_late_fraction_LoS_FPR_at_NLoS_recall_95pct,CP16_single:gamma_anchor_linear_Recall_at_FPR_1pct,CP16_single:gamma_anchor_linear_Recall_at_FPR_5pct,CP16_single:gamma_anchor_linear_Recall_at_FPR_10pct,CP16_single:gamma_anchor_linear_LoS_FPR_at_NLoS_recall_80pct,CP16_single:gamma_anchor_linear_LoS_FPR_at_NLoS_recall_90pct,CP16_single:gamma_anchor_linear_LoS_FPR_at_NLoS_recall_95pct,CP16_single:gamma_delay_linear_Recall_at_FPR_1pct,CP16_single:gamma_delay_linear_Recall_at_FPR_5pct,CP16_single:gamma_delay_linear_Recall_at_FPR_10pct,CP16_single:gamma_delay_linear_LoS_FPR_at_NLoS_recall_80pct,CP16_single:gamma_delay_linear_LoS_FPR_at_NLoS_recall_90pct,CP16_single:gamma_delay_linear_LoS_FPR_at_NLoS_recall_95pct,CP16_single:cp_phase_slope_delay_s_Recall_at_FPR_1pct,CP16_single:cp_phase_slope_delay_s_Recall_at_FPR_5pct,CP16_single:cp_phase_slope_delay_s_Recall_at_FPR_10pct,CP16_single:cp_phase_slope_delay_s_LoS_FPR_at_NLoS_recall_80pct,CP16_single:cp_phase_slope_delay_s_LoS_FPR_at_NLoS_recall_90pct,CP16_single:cp_phase_slope_delay_s_LoS_FPR_at_NLoS_recall_95pct,CP16_single:cp_phase_residual_circvar_Recall_at_FPR_1pct,CP16_single:cp_phase_residual_circvar_Recall_at_FPR_5pct,CP16_single:cp_phase_residual_circvar_Recall_at_FPR_10pct,CP16_single:cp_phase_residual_circvar_LoS_FPR_at_NLoS_recall_80pct,CP16_single:cp_phase_residual_circvar_LoS_FPR_at_NLoS_recall_90pct,CP16_single:cp_phase_residual_circvar_LoS_FPR_at_NLoS_recall_95pct
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:s3_fp,300,135,0.5485072951739618,0.4892783961253864,,,,,,,,,,,,,,,,,,,0.0,0.08148148148148149,0.17777777777777778,0.7272727272727273,0.8121212121212121,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:s3_late,300,135,0.5470258136924804,0.5011942444924936,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.06666666666666667,0.14814814814814814,0.7272727272727273,0.7878787878787878,0.8424242424242424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:s3_all,300,135,0.5044668911335578,0.43632688902120964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02962962962962963,0.05185185185185185,0.7454545454545455,0.9090909090909091,0.9272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:delta_tau_l_given_r_s,300,135,0.6074074074074073,0.5525160151055307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.1037037037037037,0.18518518518518517,0.7090909090909091,0.9878787878787879,0.9878787878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:delta_p_l_given_r_db,300,135,0.4883501683501684,0.4624297224824917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022222222222222223,0.05185185185185185,0.0962962962962963,0.793939393939394,0.8909090909090909,0.9212121212121213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:f_r_fp,300,135,0.5485072951739619,0.49367956999339846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407407407407408,0.08888888888888889,0.11851851851851852,0.7454545454545455,0.8848484848484849,0.9575757575757575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:f_l_fp,300,135,0.5131762065095398,0.44936478466856367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022222222222222223,0.02962962962962963,0.05925925925925926,0.7575757575757576,0.8787878787878788,0.8909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:delta_f_l_minus_r_fp,300,135,0.5226038159371492,0.48353486205155805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014814814814814815,0.07407407407407407,0.1259259259259259,0.7696969696969697,0.8727272727272727,0.9878787878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:lambda_l_late_fraction,300,135,0.5969023569023568,0.5802521813528716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.16296296296296298,0.25925925925925924,0.6787878787878788,0.8303030303030303,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:gamma_anchor_linear,300,135,0.45149270482603815,0.408883434271917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.022222222222222223,0.05185185185185185,0.8484848484848485,0.9393939393939394,0.9575757575757575,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:gamma_delay_linear,300,135,0.5230527497194164,0.48002467316060105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02962962962962963,0.05185185185185185,0.11851851851851852,0.7575757575757576,0.8303030303030303,0.9151515151515152,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:cp_phase_slope_delay_s,300,135,0.5719416386083053,0.5189411411067953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02962962962962963,0.07407407407407407,0.1111111111111111,0.6727272727272727,0.9393939393939394,0.9575757575757575,,,,,,
stage2,new_theta0_posz_cp16,room:A,fit_all,CP16_single:cp_phase_residual_circvar,300,135,0.5437037037037037,0.47141069505547983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014814814814814815,0.06666666666666667,0.08148148148148149,0.6848484848484848,0.8121212121212121,0.8666666666666667
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:xpr_fp_db,300,138,0.5337269636786545,0.49639555387578504,0.028985507246376812,0.057971014492753624,0.10869565217391304,0.808641975308642,0.9444444444444444,0.9876543209876543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:xpr_late_db,300,138,0.5941581678296655,0.595926711432658,,,,,,,0.08695652173913043,0.17391304347826086,0.2246376811594203,0.7098765432098766,0.8888888888888888,0.9135802469135802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:xpr_all_db,300,138,0.5208445160135982,0.5248674744133204,,,,,,,,,,,,,0.08695652173913043,0.10144927536231885,0.14492753623188406,0.7901234567901234,0.8950617283950617,0.9197530864197531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:s3_fp,300,138,0.46627303632134554,0.4872952527745881,,,,,,,,,,,,,,,,,,,0.043478260869565216,0.09420289855072464,0.14492753623188406,0.8333333333333334,0.9074074074074074,0.9629629629629629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:s3_late,300,138,0.5941581678296655,0.595926711432658,,,,,,,,,,,,,,,,,,,,,,,,,0.08695652173913043,0.17391304347826086,0.2246376811594203,0.7098765432098766,0.8888888888888888,0.9135802469135802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:s3_all,300,138,0.5208445160135982,0.5248674744133204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08695652173913043,0.10144927536231885,0.14492753623188406,0.7901234567901234,0.8950617283950617,0.9197530864197531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:delta_tau_l_given_r_s,300,138,0.6210189658257291,0.6039068042437828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07246376811594203,0.17391304347826086,0.2898550724637681,0.7901234567901234,0.9814814814814815,0.9814814814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:delta_p_l_given_r_db,300,138,0.5134639470388263,0.5236330110518211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07246376811594203,0.12318840579710146,0.18115942028985507,0.8148148148148148,0.8641975308641975,0.9259259259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:f_r_fp,300,138,0.5464752191805332,0.4781667334828647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,0.028985507246376812,0.057971014492753624,0.7407407407407407,0.8271604938271605,0.9320987654320988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:f_l_fp,300,138,0.524825550187869,0.4687705481342615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,0.043478260869565216,0.09420289855072464,0.7037037037037037,0.8209876543209876,0.9197530864197531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:delta_f_l_minus_r_fp,300,138,0.5185185185185185,0.4559932804874796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.021739130434782608,0.050724637681159424,0.7777777777777778,0.8827160493827161,0.9444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:lambda_l_late_fraction,300,138,0.6403202719627841,0.6693307070080116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10869565217391304,0.2971014492753623,0.391304347826087,0.7530864197530864,0.8827160493827161,0.9506172839506173,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:gamma_anchor_linear,300,138,0.5337269636786545,0.49639555387578504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028985507246376812,0.057971014492753624,0.10869565217391304,0.808641975308642,0.9444444444444444,0.9876543209876543,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:gamma_delay_linear,300,138,0.5681696188942567,0.5723677590002696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06521739130434782,0.15217391304347827,0.2028985507246377,0.7777777777777778,0.8518518518518519,0.9320987654320988,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:cp_phase_slope_delay_s,300,138,0.5873143675076042,0.5247427078584563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,0.050724637681159424,0.13768115942028986,0.6419753086419753,0.8950617283950617,0.9691358024691358,,,,,,
stage2,new_theta0_posz_cp16,room:B,fit_all,CP16_single:cp_phase_residual_circvar,300,138,0.4975845410628019,0.45883882749061433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,0.043478260869565216,0.07246376811594203,0.8333333333333334,0.9382716049382716,0.9753086419753086
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:xpr_fp_db,300,164,0.6937769010043041,0.7925860308523569,0.3902439024390244,0.4146341463414634,0.4329268292682927,0.6470588235294118,0.8455882352941176,0.9264705882352942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:xpr_late_db,300,164,0.7304967718794836,0.817779889757013,,,,,,,0.3048780487804878,0.43902439024390244,0.49390243902439024,0.625,0.8382352941176471,0.8823529411764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:xpr_all_db,300,164,0.7157460545193688,0.811183208291347,,,,,,,,,,,,,0.36585365853658536,0.43902439024390244,0.4817073170731707,0.6911764705882353,0.8455882352941176,0.9044117647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:s3_fp,300,164,0.6937769010043041,0.7925860308523569,,,,,,,,,,,,,,,,,,,0.3902439024390244,0.4146341463414634,0.4329268292682927,0.6470588235294118,0.8455882352941176,0.9264705882352942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:s3_late,300,164,0.7304967718794836,0.817779889757013,,,,,,,,,,,,,,,,,,,,,,,,,0.3048780487804878,0.43902439024390244,0.49390243902439024,0.625,0.8382352941176471,0.8823529411764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:s3_all,300,164,0.7157460545193688,0.811183208291347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36585365853658536,0.43902439024390244,0.4817073170731707,0.6911764705882353,0.8455882352941176,0.9044117647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:delta_tau_l_given_r_s,300,164,0.4829402797704448,0.5764067230137442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07317073170731707,0.09146341463414634,0.09146341463414634,0.9117647058823529,0.9411764705882353,0.9705882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:delta_p_l_given_r_db,300,164,0.7209469153515066,0.8131176003845937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39634146341463417,0.43902439024390244,0.4634146341463415,0.6102941176470589,0.8602941176470589,0.9191176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:f_r_fp,300,164,0.5253766140602583,0.554336590559986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006097560975609756,0.036585365853658534,0.09146341463414634,0.7794117647058824,0.8308823529411765,0.9264705882352942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:f_l_fp,300,164,0.7072274031563845,0.779140798673358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3170731707317073,0.34146341463414637,0.3597560975609756,0.5367647058823529,0.6838235294117647,0.7941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:delta_f_l_minus_r_fp,300,164,0.6743185078909613,0.7454108762413065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1402439024390244,0.29878048780487804,0.3231707317073171,0.6397058823529411,0.7720588235294118,0.8823529411764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:lambda_l_late_fraction,300,164,0.730900286944046,0.7745579844804704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012195121951219513,0.3231707317073171,0.5060975609756098,0.5073529411764706,0.875,0.9411764705882353,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:gamma_anchor_linear,300,164,0.6937769010043041,0.7925860308523569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3902439024390244,0.4146341463414634,0.4329268292682927,0.6470588235294118,0.8455882352941176,0.9264705882352942,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:gamma_delay_linear,300,164,0.7164185796269728,0.8081994202499979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3475609756097561,0.43902439024390244,0.4695121951219512,0.625,0.8014705882352942,0.9191176470588235,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:cp_phase_slope_delay_s,300,164,0.5837966284074605,0.705279326601495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23170731707317074,0.2865853658536585,0.3475609756097561,0.75,0.8823529411764706,0.9338235294117647,,,,,,
stage2,new_theta0_posz_cp16,room:C,fit_all,CP16_single:cp_phase_residual_circvar,300,164,0.6331151362984219,0.6599098149099819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042682926829268296,0.0975609756097561,0.21951219512195122,0.5882352941176471,0.6691176470588235,0.7867647058823529
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:xpr_fp_db,530,67,0.999871055091712,0.9991591339079253,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:xpr_late_db,530,67,0.9941007704458271,0.9776600032283216,,,,,,,0.9701492537313433,0.9701492537313433,0.9701492537313433,0.0021598272138228943,0.004319654427645789,0.004319654427645789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:xpr_all_db,530,67,0.9967441410657296,0.9871412842112623,,,,,,,,,,,,,0.9701492537313433,0.9701492537313433,0.9850746268656716,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:s3_fp,530,67,0.999871055091712,0.9991591339079253,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:s3_late,530,67,0.9941007704458271,0.9776600032283216,,,,,,,,,,,,,,,,,,,,,,,,,0.9701492537313433,0.9701492537313433,0.9701492537313433,0.0021598272138228943,0.004319654427645789,0.004319654427645789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:s3_all,530,67,0.9967441410657296,0.9871412842112623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9701492537313433,0.9701492537313433,0.9850746268656716,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:delta_tau_l_given_r_s,530,67,0.5523355146513651,0.31370591747558174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1791044776119403,0.22388059701492538,0.22388059701492538,0.9330453563714903,0.9654427645788337,0.9870410367170627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
